timestamp,date,time_utc,time_paris,csv_filename,action,portfolio_value,daily_pnl,daily_pnl_percent,cumulative_pnl,total_positions,long_positions,short_positions,long_notional,short_notional,total_notional_at_entry,gross_exposure,net_exposure,top_long_symbol,top_long_weight,top_short_symbol,top_short_weight,hit_rate_estimate,avg_win,avg_loss,reliability_ratio
2024-09-17T23:55:00.000Z,2024-09-17,23:55:00,01:55:00,lpxd_external_advisors_DF_20250917-2355.csv,post_execution,1005560.33,5560.33,0.56,5560.33,29,29,0,95355.82,0,95355.82,95355.82,95355.82,BTCUSDT,10.0,N/A,0.0,60.0,1000.0,500.0,2.0
