timestamp,date,time_utc,time_paris,csv_filename,action,portfolio_value,positions_count,total_notional,daily_pnl,pre_value_for_day
2025-09-20T23:22:51.062352,2025-09-20,23:22:51,00:22:51,lpxd_external_advisors_DF_20250919-2355.csv,pre_execution,1007233.3296468977,0.0,0.0,7233.329646897735,29,29,0,159251.23775664216,0,159251.23775664216,159251.23775664216,159251.23775664216,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-20T23:22:58.858415,2025-09-20,23:22:58,00:22:58,lpxd_external_advisors_DF_20250919-2355.csv,post_execution,1007172.4788136571,-60.85083324066363,-0.006085083324066363,7172.478813657071,29,29,0,159251.23775664216,0,159251.23775664216,159251.23775664216,159251.23775664216,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:20:06.845418,2025-09-21,00:20:06,01:20:06,lpxd_external_advisors_DF_20250919-2355.csv,pre_execution,1008386.6369222401,0.0,0.0,8386.63692224014,29,29,0,159251.23775664216,0,159251.23775664216,159251.23775664216,159251.23775664216,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:20:13.917998,2025-09-21,00:20:13,01:20:13,lpxd_external_advisors_DF_20250920-2355.csv,post_execution,1000718.5092143777,-7668.127707862412,-0.7668127707862411,718.5092143777292,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:41:53.716150,2025-09-21,00:41:53,01:41:53,lpxd_external_advisors_DF_20250920-2355.csv,pre_execution,1000257.2241239406,0.0,0.0,257.2241239405703,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:00.693346,2025-09-21,00:42:00,01:42:00,lpxd_external_advisors_DF_20250920-2355.csv,post_execution,1000376.2189654573,118.9948415167164,0.01189948415167164,376.2189654572867,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:46.421606,2025-09-21,00:42:46,01:42:46,lpxd_external_advisors_DF_20250920-2355.csv,pre_execution,1003911.506714954,0.0,0.0,3911.506714954041,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:49.356733,2025-09-21,00:42:49,01:42:49,lpxd_external_advisors_DF_20250920-2355.csv,pre_execution,1003186.1991584263,0.0,0.0,3186.199158426258,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:53.388086,2025-09-21,00:42:53,01:42:53,lpxd_external_advisors_DF_20250920-2355.csv,post_execution,1002951.9388106678,-234.2603477584198,-0.023426034775841983,2951.938810667838,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:56.355950,2025-09-21,00:42:56,01:42:56,lpxd_external_advisors_DF_20250920-2355.csv,post_execution,1002729.8013526954,0.0,0.0,2729.8013526954455,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
2025-09-21T00:42:56.438612,2025-09-21,00:42:56,01:42:56,lpxd_external_advisors_DF_20250920-2355.csv,pre_execution,1002718.0668712612,0.0,0.0,2718.066871261224,29,29,0,236498.97432266155,0,236498.97432266155,236498.97432266155,236498.97432266155,BTCUSDT,0,N/A,0,0,0,0,0
